,x,y,z,Timestamp,source
0,103.1109848022461,21.040088653564453,183.0376434326172,618672794,./data/source/prone/magn/20200630/20200630T061012Z_182730000190_magn_stream.json
1,105.0999984741211,20.46999168395996,185.7269744873047,618672794,./data/source/prone/magn/20200630/20200630T061012Z_182730000190_magn_stream.json
2,105.0999984741211,20.46999168395996,185.7269744873047,618672794,./data/source/prone/magn/20200630/20200630T061012Z_182730000190_magn_stream.json
3,101.50044250488281,19.731367111206055,183.51736450195312,618672794,./data/source/prone/magn/20200630/20200630T061012Z_182730000190_magn_stream.json
4,101.50044250488281,19.731367111206055,183.51736450195312,618672794,./data/source/prone/magn/20200630/20200630T061012Z_182730000190_magn_stream.json
5,104.93851470947266,18.635072708129883,185.12242126464844,618672794,./data/source/prone/magn/20200630/20200630T061012Z_182730000190_magn_stream.json
6,104.93851470947266,18.635072708129883,185.12242126464844,618672794,./data/source/prone/magn/20200630/20200630T061012Z_182730000190_magn_stream.json
7,105.92723083496094,17.408954620361328,185.31900024414062,618672794,./data/source/prone/magn/20200630/20200630T061012Z_182730000190_magn_stream.json
8,105.92723083496094,17.408954620361328,185.31900024414062,618672833,./data/source/prone/magn/20200630/20200630T061012Z_182730000190_magn_stream.json
9,104.47095489501953,20.294130325317383,184.29815673828125,618672833,./data/source/prone/magn/20200630/20200630T061012Z_182730000190_magn_stream.json
10,104.47095489501953,20.294130325317383,184.29815673828125,618672833,./data/source/prone/magn/20200630/20200630T061012Z_182730000190_magn_stream.json
11,103.34092712402344,21.009714126586914,183.7316436767578,618672833,./data/source/prone/magn/20200630/20200630T061012Z_182730000190_magn_stream.json
12,103.34092712402344,21.009714126586914,183.7316436767578,618672833,./data/source/prone/magn/20200630/20200630T061012Z_182730000190_magn_stream.json
13,103.19357299804688,19.17776870727539,183.54808044433594,618672833,./data/source/prone/magn/20200630/20200630T061012Z_182730000190_magn_stream.json
14,103.19357299804688,19.17776870727539,183.54808044433594,618672833,./data/source/prone/magn/20200630/20200630T061012Z_182730000190_magn_stream.json
15,103.3447494506836,19.97015953063965,185.3697509765625,618672833,./data/source/prone/magn/20200630/20200630T061012Z_182730000190_magn_stream.json
16,103.3447494506836,19.97015953063965,185.3697509765625,618672871,./data/source/prone/magn/20200630/20200630T061012Z_182730000190_magn_stream.json
17,104.08345794677734,21.970035552978516,185.85951232910156,618672871,./data/source/prone/magn/20200630/20200630T061012Z_182730000190_magn_stream.json
18,104.08345794677734,21.970035552978516,185.85951232910156,618672871,./data/source/prone/magn/20200630/20200630T061012Z_182730000190_magn_stream.json
19,103.10713195800781,21.59884262084961,185.239501953125,618672871,./data/source/prone/magn/20200630/20200630T061012Z_182730000190_magn_stream.json
20,103.10713195800781,21.59884262084961,185.239501953125,618672871,./data/source/prone/magn/20200630/20200630T061012Z_182730000190_magn_stream.json
21,101.8109130859375,20.478513717651367,183.9281005859375,618672871,./data/source/prone/magn/20200630/20200630T061012Z_182730000190_magn_stream.json
22,101.8109130859375,20.478513717651367,183.9281005859375,618672871,./data/source/prone/magn/20200630/20200630T061012Z_182730000190_magn_stream.json
23,101.8109130859375,20.478513717651367,183.9281005859375,618672871,./data/source/prone/magn/20200630/20200630T061012Z_182730000190_magn_stream.json
24,101.8109130859375,20.478513717651367,183.9281005859375,618672909,./data/source/prone/magn/20200630/20200630T061012Z_182730000190_magn_stream.json
25,103.40599822998047,20.46384620666504,183.3540802001953,618672909,./data/source/prone/magn/20200630/20200630T061012Z_182730000190_magn_stream.json
26,103.40599822998047,20.46384620666504,183.3540802001953,618672909,./data/source/prone/magn/20200630/20200630T061012Z_182730000190_magn_stream.json
27,105.9644775390625,17.137012481689453,185.2705535888672,618672909,./data/source/prone/magn/20200630/20200630T061012Z_182730000190_magn_stream.json
