,x,y,z,Timestamp,source
0,-1.2949999570846558,4.375,-1.399999976158142,620426441,./data/source/walk/gyro/20200630/20200630T063926Z_182730000190_gyro_stream.json
1,-1.190000057220459,4.269999980926514,-1.4350000619888306,620426441,./data/source/walk/gyro/20200630/20200630T063926Z_182730000190_gyro_stream.json
2,-0.9100000262260437,3.9200000762939453,-1.399999976158142,620426441,./data/source/walk/gyro/20200630/20200630T063926Z_182730000190_gyro_stream.json
3,-0.9449999928474426,3.745000123977661,-1.4350000619888306,620426441,./data/source/walk/gyro/20200630/20200630T063926Z_182730000190_gyro_stream.json
4,-0.7350000143051147,3.430000066757202,-1.4700000286102295,620426441,./data/source/walk/gyro/20200630/20200630T063926Z_182730000190_gyro_stream.json
5,-0.7350000143051147,3.0450000762939453,-1.5399999618530273,620426441,./data/source/walk/gyro/20200630/20200630T063926Z_182730000190_gyro_stream.json
6,-0.699999988079071,2.8350000381469727,-1.6100000143051147,620426441,./data/source/walk/gyro/20200630/20200630T063926Z_182730000190_gyro_stream.json
7,-0.6650000214576721,2.625,-1.8200000524520874,620426441,./data/source/walk/gyro/20200630/20200630T063926Z_182730000190_gyro_stream.json
8,-0.699999988079071,2.484999895095825,-1.784999966621399,620426479,./data/source/walk/gyro/20200630/20200630T063926Z_182730000190_gyro_stream.json
9,-0.8050000071525574,2.4149999618530273,-1.715000033378601,620426479,./data/source/walk/gyro/20200630/20200630T063926Z_182730000190_gyro_stream.json
10,-0.875,2.6600000858306885,-1.6800000667572021,620426479,./data/source/walk/gyro/20200630/20200630T063926Z_182730000190_gyro_stream.json
11,-1.0499999523162842,2.7300000190734863,-1.5399999618530273,620426479,./data/source/walk/gyro/20200630/20200630T063926Z_182730000190_gyro_stream.json
12,-1.1549999713897705,3.009999990463257,-1.5399999618530273,620426479,./data/source/walk/gyro/20200630/20200630T063926Z_182730000190_gyro_stream.json
13,-1.2949999570846558,3.430000066757202,-1.3650000095367432,620426479,./data/source/walk/gyro/20200630/20200630T063926Z_182730000190_gyro_stream.json
14,-1.399999976158142,3.815000057220459,-1.2949999570846558,620426479,./data/source/walk/gyro/20200630/20200630T063926Z_182730000190_gyro_stream.json
15,-1.5049999952316284,4.130000114440918,-1.225000023841858,620426479,./data/source/walk/gyro/20200630/20200630T063926Z_182730000190_gyro_stream.json
16,-1.5750000476837158,4.619999885559082,-1.2949999570846558,620426517,./data/source/walk/gyro/20200630/20200630T063926Z_182730000190_gyro_stream.json
17,-1.5049999952316284,5.074999809265137,-1.0499999523162842,620426517,./data/source/walk/gyro/20200630/20200630T063926Z_182730000190_gyro_stream.json
18,-1.5399999618530273,5.320000171661377,-1.0499999523162842,620426517,./data/source/walk/gyro/20200630/20200630T063926Z_182730000190_gyro_stream.json
