,x,y,z,Timestamp,source
0,1.6917860507965088,5.53001070022583,8.083243370056152,620650450,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
1,1.643927812576294,5.518045902252197,8.07127857208252,620650450,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
2,1.7085363864898682,5.558725357055664,8.114351272583008,620650450,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
3,1.739644169807434,5.5826544761657715,8.14306640625,620650450,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
4,1.7731448411941528,5.587440490722656,8.138280868530273,620650450,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
5,1.7851094007492065,5.539582252502441,8.097600936889648,620650450,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
6,1.7228938341140747,5.570690155029297,8.138280868530273,620650450,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
7,1.7827165126800537,5.563511371612549,8.15981674194336,620650450,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
8,1.7444299459457397,5.539582252502441,8.138280868530273,620650488,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
9,1.8042527437210083,5.537189483642578,8.164602279663086,620650488,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
10,1.7611804008483887,5.5826544761657715,8.135887145996094,620650488,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
11,1.7587873935699463,5.513260364532471,8.147851943969727,620650488,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
12,1.7157150506973267,5.522831916809082,8.14306640625,620650488,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
13,1.672642707824707,5.527617931365967,8.138280868530273,620650488,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
14,1.6941789388656616,5.532403469085693,8.104779243469238,620650488,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
15,1.7540016174316406,5.513260364532471,8.095208168029785,620650488,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
16,1.7037506103515625,5.534796237945557,8.044957160949707,620650527,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
17,1.7228938341140747,5.53001070022583,8.095208168029785,620650527,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
18,1.7061434984207153,5.568296909332275,8.061707496643066,620650527,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
19,1.7205009460449219,5.551546573638916,8.042564392089844,620650527,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
20,1.6750357151031494,5.544368267059326,8.042564392089844,620650527,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
21,1.6487137079238892,5.534796237945557,8.05452823638916,620650527,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
22,1.689393162727356,5.563511371612549,8.076065063476562,620650527,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
23,1.6558923721313477,5.551546573638916,8.078457832336426,620650527,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
24,1.7085363864898682,5.580261707305908,8.088028907775879,620650565,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
25,1.7300724983215332,5.565904140472412,8.099993705749512,620650565,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
26,1.7252867221832275,5.5898332595825195,8.123923301696777,620650565,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
27,1.6654640436172485,5.5611186027526855,8.092815399169922,620650565,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
28,1.6678569316864014,5.5539398193359375,8.121530532836914,620650565,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
29,1.6965718269348145,5.5539398193359375,8.15981674194336,620650565,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
30,1.682214379310608,5.537189483642578,8.21963882446289,620650565,./data/source/walk/acc/20200630/20200630T064310Z_182730000190_acc_stream.json
