timestamp,index,x_acc,y_acc,z_acc,x_gyro,y_gyro,z_gyro,label_code,predictions,label,label_predictions,error
620458227,3,-1.0409150123596194,7.741057872772218,11.777894020080565,3.8150000572204616,-0.9100000262260289,21.524999618530288,3,3,walk,walk,False
620657971,3,-1.325671076774597,5.530010700225829,7.865489006042481,-2.0999999046325684,-28.350000381469727,-5.00500011444092,3,3,walk,walk,False
620707831,1,-2.7973096370697026,7.348620891571046,6.477602005004884,22.155000686645504,-34.68500137329101,-47.42499923706055,3,3,walk,walk,False
620460840,2,-1.8975760936737063,5.853053092956543,6.606819152832032,-10.079999923706056,38.36000061035157,10.324999809265126,3,3,walk,walk,False
620678396,3,-0.8088029623031624,5.3792572021484375,7.674056053161621,-5.704999923706056,14.909999847412099,22.155000686645508,3,3,walk,walk,False
620706495,7,-2.828417301177978,6.2646331787109375,6.518281459808351,-16.625,42.0,30.940000534057607,3,3,walk,walk,False
620480066,4,0.3637220263481137,3.5080032348632812,9.741528511047363,24.604999542236335,-75.73999786376953,-109.44499969482422,3,3,walk,walk,False
620698172,0,-3.8454031944274902,6.087558269500733,7.607054710388184,-28.139999389648438,68.63500213623045,-0.7350000143051086,3,3,walk,walk,False
620696951,7,-3.1562457084655757,6.506317138671876,8.064100265502928,-6.650000095367434,41.09000015258789,23.729999542236335,3,3,walk,walk,False
620473865,4,-1.9167194366455078,5.113644599914551,7.075829029083254,0.4550000131130193,17.7100009918213,-15.784999847412104,3,3,walk,walk,False
620435833,2,-1.0504866838455202,5.867410659790039,7.817630767822266,-3.9200000762939426,-60.54999923706053,-93.83499908447266,3,3,walk,walk,False
620458032,4,-1.3854937553405764,4.3957719802856445,8.41107177734375,1.8200000524520896,6.405000209808346,17.29000091552736,3,3,walk,walk,False
620471954,0,-1.5194966793060303,6.898754119873048,9.655384063720705,-14.875000000000002,68.73999786376952,86.23999786376953,3,3,walk,walk,False
620685574,2,-4.04401445388794,7.092579364776611,10.19139575958252,15.11999988555908,-64.6800003051758,-7.490000247955326,3,3,walk,walk,False
620473319,7,-0.600619912147522,4.410129547119142,8.516360282897953,2.799999952316281,10.850000381469716,29.43499946594238,3,3,walk,walk,False
620708366,0,-0.49054616689682085,4.032050132751465,9.317984580993652,26.04000091552734,-80.53500366210938,-110.3550033569336,3,3,walk,walk,False
620431404,7,0.7178724408149715,4.168446063995361,9.21987533569336,4.619999885559086,4.059999942779547,-7.945000171661384,3,3,walk,walk,False
620449848,5,0.22014755010604872,5.211753845214845,9.169623374938963,4.514999866485592,-2.5199999809265177,-20.33500099182129,3,3,walk,walk,False
620454099,7,-0.5312256217002866,5.254826068878174,8.310569763183594,9.345000267028805,-1.855000019073473,2.5550000667572146,3,3,walk,walk,False
620466104,6,-1.469245553016662,4.06315803527832,8.260318756103517,-7.210000038146974,-3.0450000762939347,-12.284999847412102,3,3,walk,walk,False
620449653,2,0.8111958503723147,6.233525753021241,9.968854904174805,8.994999885559087,-46.584999084472656,-20.090000152587898,3,3,walk,walk,False
620709816,7,-3.067708253860473,4.826495647430421,7.9659910202026385,-1.5399999618530287,-0.5600000023841701,-13.15999984741211,3,3,walk,walk,False
620476244,3,-1.282598733901977,7.353406429290772,11.507494926452635,5.740000247955317,-32.130001068115234,-0.14000000059603365,3,3,walk,walk,False
